"species_list"	"threat_code"
"537"	"Philautus poecilius"	"1.1 1.2 2.1 2.1.1 2.1.2 2.1.3 2.3 2.3.3 3.2 5.3 5.3.5"
"538"	"Philautus refugii"	""
"539"	"Philautus saueri"	""
"540"	"Philautus tectus"	"5.3 5.3.5"
"541"	"Philautus umbra"	""
"542"	"Philautus worcesteri"	"1.1 1.2 2.1 2.1.1 2.1.2 2.1.3 5.3 5.3.5"
"543"	"Pseudophilautus hallidayi"	"1.1 2.1 2.1.2 2.1.3 4.1 5.3 5.3.5 9.3 9.3.4"
"544"	"Raorchestes bobingeri"	"2.1 2.1.3"
"545"	"Raorchestes bombayensis"	"1.1 1.2 1.3 5.3 5.3.5 6.1"
"546"	"Raorchestes chromasynchysi"	"2.1 2.1.2 2.1.3 6.1"
"547"	"Raorchestes dubois"	""
"548"	"Raorchestes glandulosus"	"2.1 2.1.3 2.2 2.2.2"
"549"	"Raorchestes graminirupes"	"2.1 2.1.3"
"550"	"Rhacophorus annamensis"	"2.1 2.1.1 2.1.2 5.3 5.3.5 9.1 9.1.3 9.3 9.3.4"
"551"	"Rhacophorus bimaculatus"	"2.1 2.1.3 5.3 5.3.5 9.3 9.3.2 9.3.4"
"552"	"Rhacophorus fasciatus"	"5.3 5.3.5"
"553"	"Rhacophorus marmoridorsum"	"2.1 2.1.2 2.1.3"
"554"	"Rhacophorus spelaeus"	"2.1 2.1.2 2.3 2.3.2 3.2 5.3 5.3.5"
"555"	"Rhacophorus yinggelingensis"	"11.2"
"556"	"Theloderma bambusicolum"	"5.3 5.3.4"
"557"	"Theloderma margaritifer"	"2.1 2.1.2 5.3 5.3.5"
"558"	"Theloderma moloch"	"5.3 5.3.5"
"559"	"Theloderma spinosum"	"1.1 1.2 2.1 2.1.1 2.1.2 2.1.3 2.3 2.3.3"
"560"	"Telmatobius arequipensis"	"5.1 5.1.1 8.1 8.1.2 9.1 9.1.3 9.3 9.3.4"
"561"	"Telmatobius carrillae"	"8.1 8.1.2"
"562"	"Telmatobius hauthali"	"2.3 2.3.2 5.2 5.2.4 7.2 7.2.3 8.1 8.1.2"
"563"	"Telmatobius hintoni"	"5.1 5.1.1 9.1 9.1.3"
"564"	"Telmatobius hockingi"	"1.1 2.1 2.1.2 2.3 2.3.2 5.3 5.3.5 8.1 8.1.2"
"565"	"Telmatobius huayra"	"11.1 11.5 8.1 8.1.1"
"566"	"Telmatobius marmoratus"	"11.1 11.5 5.1 5.1.1 8.1 8.1.2 9.1 9.1.3 9.3 9.3.4"
"567"	"Telmatobius oxycephalus"	"8.1 8.1.2"
"568"	"Telmatobius peruvianus"	"2.1 2.1.2 2.3 2.3.2 3.2 5.1 5.1.1 7.2 7.2.1 8.1 8.1.2 9.3 9.3.4"
"569"	"Telmatobius sanborni"	""
"570"	"Telmatobius verrucosus"	"2.1 2.1.2 2.3 2.3.2 8.1 8.1.2 9.1 9.1.3 9.3 9.3.4"
"571"	"Telmatobius yuracare"	"2.1 2.1.2 2.4 2.4.3 5.3 5.3.5 8.1 8.1.2 9.3 9.3.4"
"572"	"Ambystoma bishopi"	"1.1 1.2 2.2 2.2.1 2.2.2 4.1 5.4 5.4.3 8.1 8.1.1 8.2"
"573"	"Ambystoma californiense"	"1.1 1.2 2.1 2.1.4 4.1 5.1 5.1.3 8.1 8.1.1 8.1.2 9.2 9.2.3 9.3 9.3.4"
"574"	"Ambystoma cingulatum"	"1.1 1.2 2.2 2.2.1 2.2.2 4.1 5.4 5.4.3 8.1 8.1.1 8.2"
"575"	"Batrachuperus karlschmidti"	"2.3 2.3.1 2.3.2 5.1 5.1.1"
"576"	"Batrachuperus pinchonii"	"5.1 5.1.1 5.3 5.3.5 7.2 7.2.11 8.2 9.2 9.2.1 9.2.2"
"577"	"Batrachuperus tibetanus"	"2.2 2.2.2 5.1 5.1.1 5.3 5.3.5 7.2 7.2.11 9.2 9.2.2 9.3 9.3.4"
"578"	"Batrachuperus yenyuanensis"	"5.1 5.1.1 5.3 5.3.5"
"579"	"Hynobius arisanensis"	"1.3"
"580"	"Hynobius boulengeri"	"1.1 4.1 5.1 5.1.1 5.3 5.3.5 7.2 7.2.11"
"581"	"Hynobius stejnegeri"	"4.1 5.1 5.1.1 5.3 5.3.5 9.1 9.1.3"
"582"	"Hynobius tokyoensis"	"1.1 1.2 4.1 5.1 5.1.1 7.3 8.1 8.1.1 9.1 9.1.3"
"583"	"Hynobius yiwuensis"	"2.1 2.1.2 2.1.3 5.3 5.3.5 9.3 9.3.4"
"584"	"Liua tsinpaensis"	"2.2 2.2.3 5.1 5.1.1 5.3 5.3.5"
"585"	"Pachyhynobius shangchengensis"	"1.1 2.1 2.1.2 5.1 5.1.1"
"586"	"Pseudohynobius flavomaculatus"	"1.3 2.1 2.1.2 5.3 5.3.5"
"587"	"Pseudohynobius shuichengensis"	"2.1 2.1.2 5.3 5.3.5 9.3 9.3.4"
"588"	"Aquiloeurycea galeanae"	"1.1 2.1 2.1.3 5.3 5.3.5 7.1 7.1.3"
"589"	"Batrachoseps regius"	""
"590"	"Batrachoseps simatus"	"1.2 2.3 2.3.2 4.1 7.2 7.2.11"
"591"	"Batrachoseps stebbinsi"	"1.1 1.2 2.3 2.3.2 3.2 4.1 5.3 5.3.5 7.2 7.2.11"
"592"	"Batrachoseps wrighti"	"5.3 5.3.5"
"593"	"Bolitoglossa chica"	"2.3 2.3.2 5.3 5.3.5"
"594"	"Bolitoglossa diminuta"	""
"595"	"Bolitoglossa gracilis"	"2.1 2.1.3 5.3 5.3.5"
"596"	"Bolitoglossa guaramacalensis"	""
"597"	"Bolitoglossa insularis"	"2.1 2.1.2"
"598"	"Bolitoglossa lignicolor"	"2.1 2.1.1 2.1.2 2.1.3 2.2 2.2.1 2.2.2 2.3 2.3.2 2.3.3 5.3 5.3.5"
"599"	"Bolitoglossa medemi"	"1.1 2.1 2.1.1 2.1.2 2.1.3 2.3 2.3.2 2.3.3 5.3 5.3.5 9.3 9.3.3"
"600"	"Bolitoglossa mombachoensis"	"1.1 2.1 2.1.2"
"601"	"Bolitoglossa mulleri"	"1.1 2.1 2.1.2 2.3 2.3.2 5.3 5.3.5"
"602"	"Bolitoglossa obscura"	""
"603"	"Bolitoglossa orestes"	"2.1 2.1.2 2.3 2.3.2 9.1 9.1.3 9.3 9.3.4"
"604"	"Bolitoglossa palmata"	"1.1 2.1 2.1.2 2.1.3 2.3 2.3.2 2.3.3 3.2 5.3 5.3.5 9.3 9.3.4"
"605"	"Bolitoglossa pesrubra"	"11.5 8.1 8.1.2"
"606"	"Bolitoglossa rostrata"	"1.1 2.1 2.1.2 5.3 5.3.5 6.1 7.1 7.1.3"
"607"	"Bolitoglossa silverstonei"	"1.1 2.1 2.1.2 2.1.3 2.3 2.3.2 2.3.3 5.3 5.3.5 9.3 9.3.3"
"608"	"Bolitoglossa sima"	"2.1 2.1.3 2.3 2.3.2 2.3.3 5.3 5.3.5"
"609"	"Bolitoglossa sombra"	"5.3 5.3.5 8.1 8.1.2"
"610"	"Chiropterotriton orculus"	"1.1 2.1 2.1.2 5.3 5.3.5"
"611"	"Dendrotriton megarhinus"	""
"612"	"Dendrotriton sanctibarbarus"	"10.3 11.2 11.4 2.1 2.1.1 2.1.2 2.1.3 5.3 5.3.5 7.1 7.1.3"
"613"	"Dendrotriton xolocalcae"	"1.1 2.1 2.1.2 5.3 5.3.5 7.1 7.1.3"
"614"	"Eurycea chisholmensis"	"2.1 2.1.3 7.2 7.2.11 7.2.8 9.3 9.3.4"
"615"	"Eurycea junaluska"	"1.1 1.2 4.1 5.3 5.3.5 9.3 9.3.2"
"616"	"Eurycea latitans"	"9.3 9.3.4"
"617"	"Eurycea nana"	"1.1 1.2 2.1 2.1.4 7.2 7.2.8 9.1 9.1.3 9.3 9.3.4"
"618"	"Eurycea neotenes"	"7.2 7.2.8"
"619"	"Eurycea rathbuni"	"5.1 5.1.1 7.2 7.2.5 9.1 9.1.3 9.2 9.2.3"
"620"	"Eurycea sosorum"	"7.2 7.2.8 9.1 9.1.3 9.3 9.3.4"
"621"	"Eurycea tridentifera"	"9.1 9.1.1 9.1.3 9.2 9.2.3 9.3 9.3.4"
"622"	"Eurycea wallacei"	"7.2 7.2.11 7.2.8 9.3 9.3.4"
"623"	"Eurycea waterlooensis"	"9.3 9.3.2"
"624"	"Gyrinophilus palleucus"	"1.1 1.2 2.1 2.1.4 3.2 4.1 5.3 5.3.5 7.2 7.2.11 9.1 9.1.1 9.1.3 9.2 9.2.3 9.3 9.3.2 9.3.4 9.4"
"625"	"Hydromantes brunus"	"3.2 4.1 7.2 7.2.11"
"626"	"Hydromantes shastae"	"1.3 3.2 7.2 7.2.11"
"627"	"Isthmura bellii"	"1.1 1.2 2.1 2.1.1 2.1.2 2.1.3 5.3 5.3.5 7.1 7.1.3 8.2"
"628"	"Isthmura boneti"	"2.1 2.1.2 2.3 2.3.2 8.1 8.1.1"
"629"	"Nototriton gamezi"	""
"630"	"Nototriton guanacaste"	""
"631"	"Nototriton saslaya"	""
"632"	"Nototriton tapanti"	"1.3 2.3 2.3.2"
"633"	"Oedipina alfaroi"	"1.1 2.1 2.1.2 2.1.3 2.3 2.3.2 2.3.3 5.3 5.3.5"
"634"	"Pseudoeurycea cochranae"	"1.1 2.1 2.1.2 5.3 5.3.5 7.1 7.1.3"
"635"	"Pseudoeurycea gadovii"	"1.1 2.1 2.1.2 5.3 5.3.5 7.1 7.1.3"
"636"	"Pseudoeurycea mixteca"	"2.1 2.1.2 2.3 2.3.2"
"637"	"Speleomantes flavus"	"1.1 1.3 5.1 5.1.1"
"638"	"Speleomantes genei"	"1.1 1.3 3.2 5.1 5.1.1 5.3 5.3.5"
"639"	"Speleomantes sarrabusensis"	"5.1 5.1.1"
"640"	"Thorius macdougalli"	"2.3 2.3.2 5.3 5.3.5"
"641"	"Plethodon amplus"	"5.3 5.3.5"
"642"	"Plethodon asupak"	"5.3 5.3.5"
"643"	"Plethodon cheoah"	"5.3 5.3.5"
"644"	"Plethodon fourchensis"	"1.1 5.3 5.3.5"
"645"	"Plethodon hubrichti"	"1.3 5.3 5.3.5 8.1 8.1.2"
"646"	"Plethodon meridianus"	"1.1 5.3 5.3.5"
"647"	"Plethodon petraeus"	"5.1 5.1.1 5.3 5.3.5 6.1"
"648"	"Plethodon shenandoah"	"11.1 8.1 8.1 8.1 8.1.1 8.1.2 8.1.2 8.2 8.2.2 9.5 9.5.4"
"649"	"Plethodon shermani"	"5.3 5.3.5"
"650"	"Plethodon sherando"	"5.3 5.3.5"
"651"	"Proteus anguinus"	"1.1 1.3 2.1 2.1.3 5.1 5.1.1 5.3 5.3.5 6.1 9.2 9.2.3 9.3 9.3.4"
"652"	"Rhyacotriton olympicus"	"5.3 5.3.5"
"653"	"Chioglossa lusitanica"	"2.2 2.2.2 7.1 7.1.3 7.2 7.2.3 9.3 9.3.4"
"654"	"Lyciasalamandra helverseni"	""
"655"	"Lyciasalamandra luschani"	"1.3 5.1 5.1.1 7.1 7.1.3"
"656"	"Mertensiella caucasica"	"1.1 1.2 1.3 2.1 2.1.2 2.1.3 2.3 2.3.2 2.3.3 4.1 5.3 5.3.5 7.2 7.2.11 9.1 9.1.3 9.2 9.2.3 9.3 9.3.4"
"657"	"Neurergus crocatus"	"11.2 2.1 2.1.2 5.1 5.1.1 9.3 9.3.4"
"658"	"Neurergus kaiseri"	"11.2 2.3 2.3.1 5.1 5.1.1 5.3 5.3.5 6.1 7.2 7.2.1 7.2.11 7.2.3 8.1 8.1.1 9.1 9.1.3"
"659"	"Neurergus strauchii"	"7.2 7.2.11 9.1 9.1.3"
"660"	"Paramesotriton fuzhongensis"	"5.1 5.1.1 5.3 5.3.5 5.4 5.4.3 7.2 7.2.11 9.3 9.3.4"
"661"	"Pleurodeles nebulosus"	"2.3 2.3.2 2.3.3 9.3 9.3.4"
"662"	"Salamandra algira"	"2.3 2.3.2 2.3.3 5.1 5.1.1 5.3 5.3.5"
"663"	"Salamandra lanzai"	"1.3 4.1 6.1"
"664"	"Tylototriton kweichowensis"	"1.2 3.2 5.1 5.1.1"
"665"	"Tylototriton notialis"	"2.1 2.1.1 2.1.2 5.1 5.1.1 5.3 5.3.4 5.3.5"
"666"	"Tylototriton wenxianensis"	"11.2 2.1 2.1.2 5.3 5.3.5 9.3 9.3.4"
"667"	"Dermophis mexicanus"	"2.1 2.1.3"
"668"	"Boulengerula fischeri"	"2.1 2.1.2 5.3 5.3.3 9.3 9.3.3"
"669"	"Ichthyophis orthoplicatus"	"2.1 2.1.3 5.3 5.3.5 9.1 9.1.3 9.2 9.2.3 9.3 9.3.4"
"670"	"Ichthyophis pseudangularis"	"2.1 2.1.3 9.1 9.1.3 9.2 9.2.3 9.3 9.3.4"
