"species_list"	"habitat_code"
"490"	"Raorchestes resplendens"	"1.9"
"491"	"Raorchestes shillongensis"	"1.6"
"492"	"Raorchestes sushili"	"1.6"
"493"	"Rhacophorus pseudomalabaricus"	"1.9 5.8"
"494"	"Rhaebo colomai"	"1.6 1.9"
"495"	"Rhinella amabilis"	"15.7 5.7"
"496"	"Rhinella chavin"	"1.9"
"497"	"Rhinella rostrata"	"1.9"
"498"	"Rhinoderma rufum"	"1.4 5.1"
"499"	"Rhombophryne analamaina"	"14.6 1.5 5.2"
"500"	"Rhombophryne hara"	"1.6 7.1"
"501"	"Rhombophryne helenae"	"1.9"
"502"	"Scinax alcatraz"	"14.6 1.6 5.7 5.8"
"503"	"Scinax faivovichi"	"1.9"
"504"	"Scinax muriciensis"	"1.5 17"
"505"	"Scinax peixotoi"	"1.9"
"506"	"Scutiger maculatus"	"1.4 3.4 4.7 5.1"
"507"	"Sechellophryne pipilodryas"	"1.6"
"508"	"Sooglossus thomasseti"	"1.6 5.1 5.2"
"509"	"Strabomantis helonotus"	"1.6 1.9"
"510"	"Taruga fastigo"	"1.9 5.7 5.8"
"511"	"Taudactylus acutirostris"	"1.6 5.1"
"512"	"Taudactylus eungellensis"	"1.6 5.1"
"513"	"Taudactylus pleione"	"1.6 17 1.9 5.2 6"
"514"	"Taudactylus rheophilus"	"1.6 1.9 5.1 5.2"
"515"	"Telmatobius atacamensis"	"5.1 5.4"
"516"	"Telmatobius cirrhacelis"	"1.9 5.1"
"517"	"Telmatobius culeus"	"5.5"
"518"	"Telmatobius dankoi"	"5.1"
"519"	"Telmatobius espadai"	"1.9 5.1"
"520"	"Telmatobius gigas"	"4.7 5.1"
"521"	"Telmatobius niger"	"1.9 3.7 4.7 5.1"
"522"	"Telmatobius pefauri"	"5.1"
"523"	"Telmatobius philippii"	"4.7 5.1"
"524"	"Telmatobius punctatus"	"5.1"
"525"	"Telmatobius timens"	"1.9 4.7 5.1"
"526"	"Telmatobius vellardi"	"1.9 3.7 4.7 5.1"
"527"	"Telmatobius vilamensis"	"5.1 8.3"
"528"	"Telmatobufo bullocki"	"1.4 5.1"
"529"	"Thorius aureus"	"1.9"
"530"	"Thorius infernalis"	"1.9"
"531"	"Thorius insperatus"	"1.9"
"532"	"Thorius magnipes"	"1.9"
"533"	"Thorius minutissimus"	"1.9"
"534"	"Thorius munificus"	"1.9"
"535"	"Thorius narismagnus"	"1.6 1.9"
"536"	"Thorius narisovalis"	"1.9"
"537"	"Thorius pennatulus"	"1.6 1.9"
"538"	"Thorius smithi"	"1.6 1.9"
"539"	"Thorius spilogaster"	"1.9"
"540"	"Vandijkophrynus amatolicus"	"4.7 5.8"
"541"	"Werneria iboundji"	"1.6 5.1"
"542"	"Wolterstorffina chirioi"	"3.7 4.7"
"543"	"Xanthophryne tigerina"	"1.5 5.8"
"544"	"Xenopus itombwensis"	"1.9 5.7"
"545"	"Xenopus lenduensis"	"1.9 4.7 5.1 5.4"
"546"	"Xenopus longipes"	"5.5"
